0,fname,matricule,departmet,levels,sex,db1,c101,c102,c103,c104,c105,c106,c107,c108,c109,c110
248,ACY 201,HIMS/01/13/0030,ACCOUNTANCY,200,1,2013/2014,22,34,33.6,3,168,0,,,,
249,ACY 201,HIMS/01/13/0030,ACCOUNTANCY,200,,2013/2014,22,Validated,,,,,,,,
250,ACY 202,HIMS/01/13/0030,ACCOUNTANCY,200,2,2013/2014,9,44,0,3,159,0,,,,
251,ACY 202,HIMS/01/13/0030,ACCOUNTANCY,200,,2013/2014,9,Validated,,,,,,,,
252,ACY 208,HIMS/01/13/0030,ACCOUNTANCY,200,2,2013/2014,24,62,0,3,258,0,,,,
253,ACY 208,HIMS/01/13/0030,ACCOUNTANCY,200,,2013/2014,24,Validated,,,,,,,,
254,ACY 210,HIMS/01/13/0030,ACCOUNTANCY,200,2,2013/2014,17,22,0,3,117,0,,,,
255,ACY 210,HIMS/01/13/0030,ACCOUNTANCY,200,3,2013/2014,17,48,39,3,,,,,,
256,ACY212,HIMS/01/13/0030,ACCOUNTANCY,200,2,2013/2014,28,60,0,3,264,0,,,,
257,ACY212,HIMS/01/13/0030,ACCOUNTANCY,200,,2013/2014,28,Validated,,,,,,,,
258,BNF 201,HIMS/01/13/0030,ACCOUNTANCY,200,1,2013/2014,24,26,30,3,150,0,,,,
259,BNF 201,HIMS/01/13/0030,ACCOUNTANCY,200,,2013/2014,24,Validated,,,,,,,,
260,CSC 202,HIMS/01/13/0030,ACCOUNTANCY,200,2,2013/2014,8.5,35,0,2,87,0,,,,
261,CSC 202,HIMS/01/13/0030,ACCOUNTANCY,200,3,2013/2014,8.5,29,15,2,,,,,,
262,ECN 201,HIMS/01/13/0030,ACCOUNTANCY,200,1,2013/2014,25,33,34.8,3,174,0,,,,
263,ECN 201,HIMS/01/13/0030,ACCOUNTANCY,200,,2013/2014,25,Validated,,,,,,,,
264,ECN 203,HIMS/01/13/0030,ACCOUNTANCY,200,1,2013/2014,26,45,42.6,3,213,0,,,,
265,ECN 203,HIMS/01/13/0030,ACCOUNTANCY,200,,2013/2014,26,Validated,,,,,,,,
266,ECN 206,HIMS/01/13/0030,ACCOUNTANCY,200,2,2013/2014,4,57,0,3,183,0,,,,
267,ECN 206,HIMS/01/13/0030,ACCOUNTANCY,200,,2013/2014,4,Validated,,,,,,,,
268,ENG 101,HIMS/01/13/0030,ACCOUNTANCY,200,1,2013/2014,27,44,28.4,2,142,0,,,,
269,ENG 101,HIMS/01/13/0030,ACCOUNTANCY,200,,2013/2014,27,Validated,,,,,,,,
270,FRE 101,HIMS/01/13/0030,ACCOUNTANCY,200,1,2013/2014,27,58,34,2,170,0,,,,
271,FRE 101,HIMS/01/13/0030,ACCOUNTANCY,200,,2013/2014,27,Validated,,,,,,,,
272,INS 201,HIMS/01/13/0030,ACCOUNTANCY,200,1,2013/2014,14,45,35.4,3,177,0,,,,
273,INS 201,HIMS/01/13/0030,ACCOUNTANCY,200,,2013/2014,14,Validated,,,,,,,,
274,LAW 201,HIMS/01/13/0030,ACCOUNTANCY,200,1,2013/2014,22,65,17.4,1,87,0,,,,
275,LAW 201,HIMS/01/13/0030,ACCOUNTANCY,200,,2013/2014,22,Validated,,,,,,,,
276,LAW 202,HIMS/01/13/0030,ACCOUNTANCY,200,2,2013/2014,16.5,40,0,1,56.5,0,,,,
277,LAW 202,HIMS/01/13/0030,ACCOUNTANCY,200,,2013/2014,16.5,Validated,,,,,,,,
278,MGS 201,HIMS/01/13/0030,ACCOUNTANCY,200,1,2013/2014,22,49,42.6,3,213,0,,,,
279,MGS 201,HIMS/01/13/0030,ACCOUNTANCY,200,,2013/2014,22,Validated,,,,,,,,
280,MGS 204,HIMS/01/13/0030,ACCOUNTANCY,200,2,2013/2014,19,63,0,2,164,0,,,,
281,MGS 204,HIMS/01/13/0030,ACCOUNTANCY,200,,2013/2014,19,Validated,,,,,,,,
282,MKG 201,HIMS/01/13/0030,ACCOUNTANCY,200,1,2013/2014,20,50,42,3,210,0,,,,
283,MKG 201,HIMS/01/13/0030,ACCOUNTANCY,200,,2013/2014,20,Validated,,,,,,,,
284,ACY 201,HIMS/01/13/0040,ACCOUNTANCY,200,1,2013/2014,20,40,36,3,180,0,,,,
285,ACY 202,HIMS/01/13/0040,ACCOUNTANCY,200,2,2013/2014,15,50,0,3,195,0,,,,
286,ACY 208,HIMS/01/13/0040,ACCOUNTANCY,200,2,2013/2014,21,53,0,3,222,0,,,,
287,ACY 210,HIMS/01/13/0040,ACCOUNTANCY,200,2,2013/2014,4,69,0,3,219,0,,,,
288,ACY212,HIMS/01/13/0040,ACCOUNTANCY,200,2,2013/2014,18,35,0,3,159,0,,,,
289,BNF 201,HIMS/01/13/0040,ACCOUNTANCY,200,1,2013/2014,16,50,39.6,3,198,0,,,,
290,CSC 202,HIMS/01/13/0040,ACCOUNTANCY,200,2,2013/2014,8,22,0,2,60,0,,,,
291,ECN 201,HIMS/01/13/0040,ACCOUNTANCY,200,1,2013/2014,23,41,38.4,3,192,0,,,,
292,ECN 203,HIMS/01/13/0040,ACCOUNTANCY,200,1,2013/2014,18,59,46.2,3,231,0,,,,
293,ECN 206,HIMS/01/13/0040,ACCOUNTANCY,200,2,2013/2014,19,34,0,3,159,0,,,,
294,ENG 101,HIMS/01/13/0040,ACCOUNTANCY,200,1,2013/2014,16,36,20.8,2,104,0,,,,
295,FRE 101,HIMS/01/13/0040,ACCOUNTANCY,200,1,2013/2014,24,34,23.2,2,116,0,,,,
296,INS 201,HIMS/01/13/0040,ACCOUNTANCY,200,1,2013/2014,13,43,33.6,3,168,0,,,,
297,LAW 201,HIMS/01/13/0040,ACCOUNTANCY,200,1,2013/2014,17,51,13.6,1,68,0,,,,
298,LAW 202,HIMS/01/13/0040,ACCOUNTANCY,200,2,2013/2014,21,48,0,1,69,0,,,,
299,MGS 201,HIMS/01/13/0040,ACCOUNTANCY,200,1,2013/2014,15,57,43.2,3,216,0,,,,
300,MGS 204,HIMS/01/13/0040,ACCOUNTANCY,200,2,2013/2014,15,38,0,2,106,0,,,,
301,MKG 201,HIMS/01/13/0040,ACCOUNTANCY,200,1,2013/2014,16,66,49.2,3,246,0,,,,
302,ACY 201,HIMS/01/13/0044,ACCOUNTANCY,200,1,2013/2014,26,43,41.4,3,207,0,,,,
303,ACY 201,HIMS/01/13/0044,ACCOUNTANCY,200,,2013/2014,26,Validated,,,,,,,,
304,ACY 202,HIMS/01/13/0044,ACCOUNTANCY,200,2,2013/2014,21,34,0,3,165,0,,,,
305,ACY 202,HIMS/01/13/0044,ACCOUNTANCY,200,,2013/2014,21,Validated,,,,,,,,
306,ACY 208,HIMS/01/13/0044,ACCOUNTANCY,200,2,2013/2014,18,42,0,3,180,0,,,,
307,ACY 208,HIMS/01/13/0044,ACCOUNTANCY,200,,2013/2014,18,Validated,,,,,,,,
308,ACY 210,HIMS/01/13/0044,ACCOUNTANCY,200,2,2013/2014,14.5,21,0,3,106.5,0,,,,
309,ACY 210,HIMS/01/13/0044,ACCOUNTANCY,200,3,2013/2014,14.5,46,36.3,3,,,,,,
310,ACY212,HIMS/01/13/0044,ACCOUNTANCY,200,2,2013/2014,25,40,0,3,195,0,,,,
311,ACY212,HIMS/01/13/0044,ACCOUNTANCY,200,,2013/2014,25,Validated,,,,,,,,
312,BNF 201,HIMS/01/13/0044,ACCOUNTANCY,200,1,2013/2014,15,60,45,3,225,0,,,,
313,BNF 201,HIMS/01/13/0044,ACCOUNTANCY,200,,2013/2014,15,Validated,,,,,,,,
314,CSC 202,HIMS/01/13/0044,ACCOUNTANCY,200,2,2013/2014,20,45,0,2,130,0,,,,
315,CSC 202,HIMS/01/13/0044,ACCOUNTANCY,200,,2013/2014,20,Validated,,,,,,,,
316,ECN 201,HIMS/01/13/0044,ACCOUNTANCY,200,1,2013/2014,18,46,38.4,3,192,0,,,,
317,ECN 201,HIMS/01/13/0044,ACCOUNTANCY,200,,2013/2014,18,Validated,,,,,,,,
318,ECN 203,HIMS/01/13/0044,ACCOUNTANCY,200,1,2013/2014,19,41,36,3,180,0,,,,
319,ECN 203,HIMS/01/13/0044,ACCOUNTANCY,200,,2013/2014,19,Validated,,,,,,,,
320,ECN 206,HIMS/01/13/0044,ACCOUNTANCY,200,2,2013/2014,15,57,0,3,216,0,,,,
321,ECN 206,HIMS/01/13/0044,ACCOUNTANCY,200,,2013/2014,15,Validated,,,,,,,,
322,ENG 101,HIMS/01/13/0044,ACCOUNTANCY,200,1,2013/2014,19,24,17.2,2,86,0,,,,
323,ENG 101,HIMS/01/13/0044,ACCOUNTANCY,200,3,2013/2014,19,57,30.4,2,,,,,,
324,FRE 101,HIMS/01/13/0044,ACCOUNTANCY,200,1,2013/2014,19,46,26,2,130,0,,,,
325,FRE 101,HIMS/01/13/0044,ACCOUNTANCY,200,,2013/2014,19,Validated,,,,,,,,
326,INS 201,HIMS/01/13/0044,ACCOUNTANCY,200,1,2013/2014,20,46,39.6,3,198,0,,,,
327,INS 201,HIMS/01/13/0044,ACCOUNTANCY,200,,2013/2014,20,Validated,,,,,,,,
328,LAW 201,HIMS/01/13/0044,ACCOUNTANCY,200,1,2013/2014,20,52,14.4,1,72,0,,,,
329,LAW 201,HIMS/01/13/0044,ACCOUNTANCY,200,,2013/2014,20,Validated,,,,,,,,
330,LAW 202,HIMS/01/13/0044,ACCOUNTANCY,200,2,2013/2014,21,35,0,1,56,0,,,,
331,LAW 202,HIMS/01/13/0044,ACCOUNTANCY,200,,2013/2014,21,Validated,,,,,,,,
332,MGS 201,HIMS/01/13/0044,ACCOUNTANCY,200,1,2013/2014,15,54,41.4,3,207,0,,,,
333,MGS 201,HIMS/01/13/0044,ACCOUNTANCY,200,,2013/2014,15,Validated,,,,,,,,
334,MGS 204,HIMS/01/13/0044,ACCOUNTANCY,200,2,2013/2014,15,47,0,2,124,0,,,,
335,MGS 204,HIMS/01/13/0044,ACCOUNTANCY,200,,2013/2014,15,Validated,,,,,,,,
336,MKG 201,HIMS/01/13/0044,ACCOUNTANCY,200,1,2013/2014,20,42,37.2,3,186,0,,,,
337,MKG 201,HIMS/01/13/0044,ACCOUNTANCY,200,,2013/2014,20,Validated,,,,,,,,
338,ACY 201,HIMS/01/13/0051,ACCOUNTANCY,200,1,2013/2014,26,46,43.2,3,216,0,,,,
339,ACY 201,HIMS/01/13/0051,ACCOUNTANCY,200,,2013/2014,26,Validated,,,,,,,,
340,ACY 202,HIMS/01/13/0051,ACCOUNTANCY,200,2,2013/2014,16,41,0,3,171,0,,,,
341,ACY 202,HIMS/01/13/0051,ACCOUNTANCY,200,,2013/2014,16,Validated,,,,,,,,
342,ACY 208,HIMS/01/13/0051,ACCOUNTANCY,200,2,2013/2014,14,38,0,3,156,0,,,,
343,ACY 208,HIMS/01/13/0051,ACCOUNTANCY,200,,2013/2014,14,Validated,,,,,,,,
344,ACY 210,HIMS/01/13/0051,ACCOUNTANCY,200,2,2013/2014,10,15,0,3,75,0,,,,
345,ACY 210,HIMS/01/13/0051,ACCOUNTANCY,200,3,2013/2014,10,50,36,3,,,,,,
346,ACY212,HIMS/01/13/0051,ACCOUNTANCY,200,2,2013/2014,19,35,0,3,162,0,,,,
347,ACY212,HIMS/01/13/0051,ACCOUNTANCY,200,,2013/2014,19,Validated,,,,,,,,
348,BNF 201,HIMS/01/13/0051,ACCOUNTANCY,200,1,2013/2014,20,26,27.6,3,138,0,,,,
349,BNF 201,HIMS/01/13/0051,ACCOUNTANCY,200,3,2013/2014,20,53,43.8,3,,,,,,
350,CSC 202,HIMS/01/13/0051,ACCOUNTANCY,200,2,2013/2014,19,42,0,2,122,0,,,,
351,CSC 202,HIMS/01/13/0051,ACCOUNTANCY,200,,2013/2014,19,Validated,,,,,,,,
352,ECN 201,HIMS/01/13/0051,ACCOUNTANCY,200,1,2013/2014,22,42,38.4,3,192,0,,,,
353,ECN 201,HIMS/01/13/0051,ACCOUNTANCY,200,,2013/2014,22,Validated,,,,,,,,
354,ECN 203,HIMS/01/13/0051,ACCOUNTANCY,200,1,2013/2014,12,53,39,3,195,0,,,,
355,ECN 203,HIMS/01/13/0051,ACCOUNTANCY,200,,2013/2014,12,Validated,,,,,,,,
356,ECN 206,HIMS/01/13/0051,ACCOUNTANCY,200,2,2013/2014,12,32,0,3,132,0,,,,
357,ECN 206,HIMS/01/13/0051,ACCOUNTANCY,200,3,2013/2014,12,36,28.8,3,,,,,,
358,ENG 101,HIMS/01/13/0051,ACCOUNTANCY,200,1,2013/2014,25,42,26.8,2,134,0,,,,
359,ENG 101,HIMS/01/13/0051,ACCOUNTANCY,200,,2013/2014,25,Validated,,,,,,,,
360,FRE 101,HIMS/01/13/0051,ACCOUNTANCY,200,1,2013/2014,18,40,23.2,2,116,0,,,,
361,FRE 101,HIMS/01/13/0051,ACCOUNTANCY,200,,2013/2014,18,Validated,,,,,,,,
362,INS 201,HIMS/01/13/0051,ACCOUNTANCY,200,1,2013/2014,22,58,48,3,240,0,,,,
363,INS 201,HIMS/01/13/0051,ACCOUNTANCY,200,,2013/2014,22,Validated,,,,,,,,
364,LAW 201,HIMS/01/13/0051,ACCOUNTANCY,200,1,2013/2014,23,59,16.4,1,82,0,,,,
365,LAW 201,HIMS/01/13/0051,ACCOUNTANCY,200,,2013/2014,23,Validated,,,,,,,,
366,LAW 202,HIMS/01/13/0051,ACCOUNTANCY,200,2,2013/2014,22,51,0,1,73,0,,,,
367,LAW 202,HIMS/01/13/0051,ACCOUNTANCY,200,,2013/2014,22,Validated,,,,,,,,
368,MGS 201,HIMS/01/13/0051,ACCOUNTANCY,200,1,2013/2014,18,63,48.6,3,243,0,,,,
369,MGS 201,HIMS/01/13/0051,ACCOUNTANCY,200,,2013/2014,18,Validated,,,,,,,,
370,MGS 204,HIMS/01/13/0051,ACCOUNTANCY,200,2,2013/2014,19,52,0,2,142,0,,,,
371,MGS 204,HIMS/01/13/0051,ACCOUNTANCY,200,,2013/2014,19,Validated,,,,,,,,
372,MKG 201,HIMS/01/13/0051,ACCOUNTANCY,200,1,2013/2014,12,56,40.8,3,204,0,,,,
373,MKG 201,HIMS/01/13/0051,ACCOUNTANCY,200,,2013/2014,12,Validated,,,,,,,,
374,ACY 201,HIMS/01/13/0054,ACCOUNTANCY,200,1,2013/2014,15,28,25.8,3,129,0,,,,
375,ACY 202,HIMS/01/13/0054,ACCOUNTANCY,200,2,2013/2014,8,39,0,3,141,0,,,,
376,ACY 208,HIMS/01/13/0054,ACCOUNTANCY,200,2,2013/2014,9,27,0,3,108,0,,,,
377,ACY 210,HIMS/01/13/0054,ACCOUNTANCY,200,2,2013/2014,7,19,0,3,78,0,,,,
378,ACY212,HIMS/01/13/0054,ACCOUNTANCY,200,2,2013/2014,11.2,37,0,3,144.6,0,,,,
379,BNF 201,HIMS/01/13/0054,ACCOUNTANCY,200,1,2013/2014,24,52,45.6,3,228,0,,,,
380,CSC 202,HIMS/01/13/0054,ACCOUNTANCY,200,2,2013/2014,21,29,0,2,100,0,,,,
381,ECN 201,HIMS/01/13/0054,ACCOUNTANCY,200,1,2013/2014,20,29,29.4,3,147,0,,,,
382,ECN 203,HIMS/01/13/0054,ACCOUNTANCY,200,1,2013/2014,16,50,39.6,3,198,0,,,,
383,ECN 206,HIMS/01/13/0054,ACCOUNTANCY,200,2,2013/2014,17,55,0,3,216,0,,,,
384,ENG 101,HIMS/01/13/0054,ACCOUNTANCY,200,1,2013/2014,18,29,18.8,2,94,0,,,,
385,FRE 101,HIMS/01/13/0054,ACCOUNTANCY,200,1,2013/2014,16,34,20,2,100,0,,,,
386,INS 201,HIMS/01/13/0054,ACCOUNTANCY,200,1,2013/2014,12,37,29.4,3,147,0,,,,
387,LAW 201,HIMS/01/13/0054,ACCOUNTANCY,200,1,2013/2014,17,30,9.4,1,47,0,,,,
388,LAW 202,HIMS/01/13/0054,ACCOUNTANCY,200,2,2013/2014,15,32,0,1,47,0,,,,
389,MGS 201,HIMS/01/13/0054,ACCOUNTANCY,200,1,2013/2014,10,35,27,3,135,0,,,,
390,MGS 204,HIMS/01/13/0054,ACCOUNTANCY,200,2,2013/2014,13,50,0,2,126,0,,,,
391,MKG 201,HIMS/01/13/0054,ACCOUNTANCY,200,1,2013/2014,9,35,26.4,3,132,0,,,,
392,ACY 201,HIMS/01/13/0055,ACCOUNTANCY,200,1,2013/2014,16,18,20.4,3,102,0,,,,
393,ACY 202,HIMS/01/13/0055,ACCOUNTANCY,200,2,2013/2014,12,39,0,3,153,0,,,,
394,ACY 208,HIMS/01/13/0055,ACCOUNTANCY,200,2,2013/2014,13,35,0,3,144,0,,,,
395,ACY 210,HIMS/01/13/0055,ACCOUNTANCY,200,2,2013/2014,8,29,0,3,111,0,,,,
396,ACY212,HIMS/01/13/0055,ACCOUNTANCY,200,2,2013/2014,8,15,0,3,69,0,,,,
397,BNF 201,HIMS/01/13/0055,ACCOUNTANCY,200,1,2013/2014,10,51,36.6,3,183,0,,,,
398,CSC 202,HIMS/01/13/0055,ACCOUNTANCY,200,2,2013/2014,17,32,0,2,98,0,,,,
399,ECN 201,HIMS/01/13/0055,ACCOUNTANCY,200,1,2013/2014,16,41,34.2,3,171,0,,,,
400,ECN 203,HIMS/01/13/0055,ACCOUNTANCY,200,1,2013/2014,22,64,51.6,3,258,0,,,,
401,ECN 206,HIMS/01/13/0055,ACCOUNTANCY,200,2,2013/2014,13,51,0,3,192,0,,,,
402,ENG 101,HIMS/01/13/0055,ACCOUNTANCY,200,1,2013/2014,18,25,17.2,2,86,0,,,,
403,FRE 101,HIMS/01/13/0055,ACCOUNTANCY,200,1,2013/2014,21,45,26.4,2,132,0,,,,
404,INS 201,HIMS/01/13/0055,ACCOUNTANCY,200,1,2013/2014,8,20,16.8,3,84,0,,,,
405,LAW 201,HIMS/01/13/0055,ACCOUNTANCY,200,1,2013/2014,7,29,7.2,1,36,0,,,,
406,LAW 202,HIMS/01/13/0055,ACCOUNTANCY,200,2,2013/2014,16,20,0,1,36,0,,,,
407,MGS 201,HIMS/01/13/0055,ACCOUNTANCY,200,1,2013/2014,19,37,33.6,3,168,0,,,,
408,MGS 204,HIMS/01/13/0055,ACCOUNTANCY,200,2,2013/2014,15,44,0,2,118,0,,,,
409,MKG 201,HIMS/01/13/0055,ACCOUNTANCY,200,1,2013/2014,10,28,22.8,3,114,0,,,,
410,ACY 201,HIMS/01/13/0065,ACCOUNTANCY,200,1,2013/2014,21,40,36.6,3,183,0,,,,
411,ACY 201,HIMS/01/13/0065,ACCOUNTANCY,200,,2013/2014,21,Validated,,,,,,,,
412,ACY 202,HIMS/01/13/0065,ACCOUNTANCY,200,2,2013/2014,17,41,0,3,174,0,,,,
413,ACY 202,HIMS/01/13/0065,ACCOUNTANCY,200,,2013/2014,17,Validated,,,,,,,,
414,ACY 208,HIMS/01/13/0065,ACCOUNTANCY,200,2,2013/2014,21,54,0,3,225,0,,,,
415,ACY 208,HIMS/01/13/0065,ACCOUNTANCY,200,,2013/2014,21,Validated,,,,,,,,
416,ACY 210,HIMS/01/13/0065,ACCOUNTANCY,200,2,2013/2014,7,18,0,3,75,0,,,,
417,ACY 210,HIMS/01/13/0065,ACCOUNTANCY,200,3,2013/2014,7,34,24.6,3,,,,,,
418,ACY212,HIMS/01/13/0065,ACCOUNTANCY,200,2,2013/2014,15,42,0,3,171,0,,,,
419,ACY212,HIMS/01/13/0065,ACCOUNTANCY,200,,2013/2014,15,Validated,,,,,,,,
420,BNF 201,HIMS/01/13/0065,ACCOUNTANCY,200,1,2013/2014,16,48,38.4,3,192,0,,,,
421,BNF 201,HIMS/01/13/0065,ACCOUNTANCY,200,,2013/2014,16,Validated,,,,,,,,
422,CSC 202,HIMS/01/13/0065,ACCOUNTANCY,200,2,2013/2014,17,35,0,2,104,0,,,,
423,CSC 202,HIMS/01/13/0065,ACCOUNTANCY,200,,2013/2014,17,Validated,,,,,,,,
424,ECN 201,HIMS/01/13/0065,ACCOUNTANCY,200,1,2013/2014,14,25,23.4,3,117,0,,,,
425,ECN 201,HIMS/01/13/0065,ACCOUNTANCY,200,3,2013/2014,14,37,30.6,3,,,,,,
426,ECN 203,HIMS/01/13/0065,ACCOUNTANCY,200,1,2013/2014,19,53,43.2,3,216,0,,,,
427,ECN 203,HIMS/01/13/0065,ACCOUNTANCY,200,,2013/2014,19,Validated,,,,,,,,
428,ECN 206,HIMS/01/13/0065,ACCOUNTANCY,200,2,2013/2014,17,38,0,3,165,0,,,,
429,ECN 206,HIMS/01/13/0065,ACCOUNTANCY,200,,2013/2014,17,Validated,,,,,,,,
430,ENG 101,HIMS/01/13/0065,ACCOUNTANCY,200,1,2013/2014,18,20,15.2,2,76,0,,,,
431,ENG 101,HIMS/01/13/0065,ACCOUNTANCY,200,3,2013/2014,18,59,30.8,2,,,,,,
432,FRE 101,HIMS/01/13/0065,ACCOUNTANCY,200,1,2013/2014,12,40,20.8,2,104,0,,,,
433,FRE 101,HIMS/01/13/0065,ACCOUNTANCY,200,,2013/2014,12,Validated,,,,,,,,
434,INS 201,HIMS/01/13/0065,ACCOUNTANCY,200,1,2013/2014,14,44,34.8,3,174,0,,,,
435,INS 201,HIMS/01/13/0065,ACCOUNTANCY,200,,2013/2014,14,Validated,,,,,,,,
436,LAW 201,HIMS/01/13/0065,ACCOUNTANCY,200,1,2013/2014,11,22,6.6,1,33,0,,,,
437,LAW 201,HIMS/01/13/0065,ACCOUNTANCY,200,3,2013/2014,11,42,10.6,1,,,,,,
438,LAW 202,HIMS/01/13/0065,ACCOUNTANCY,200,2,2013/2014,17.5,38,0,1,55.5,0,,,,
439,LAW 202,HIMS/01/13/0065,ACCOUNTANCY,200,,2013/2014,17.5,Validated,,,,,,,,
440,MGS 201,HIMS/01/13/0065,ACCOUNTANCY,200,1,2013/2014,15,32,28.2,3,141,0,,,,
441,MGS 201,HIMS/01/13/0065,ACCOUNTANCY,200,3,2013/2014,15,26,24.6,3,,,,,,
442,MGS 204,HIMS/01/13/0065,ACCOUNTANCY,200,2,2013/2014,18,43,0,2,122,0,,,,
443,MGS 204,HIMS/01/13/0065,ACCOUNTANCY,200,,2013/2014,18,Validated,,,,,,,,
444,MKG 201,HIMS/01/13/0065,ACCOUNTANCY,200,1,2013/2014,12,47,35.4,3,177,0,,,,
445,MKG 201,HIMS/01/13/0065,ACCOUNTANCY,200,,2013/2014,12,Validated,,,,,,,,
446,ACY 201,HIMS/01/13/0066,ACCOUNTANCY,200,1,2013/2014,26,53,47.4,3,237,0,,,,
447,ACY 202,HIMS/01/13/0066,ACCOUNTANCY,200,2,2013/2014,16,57,0,3,219,0,,,,
448,ACY 208,HIMS/01/13/0066,ACCOUNTANCY,200,2,2013/2014,21,61,0,3,246,0,,,,
449,ACY 210,HIMS/01/13/0066,ACCOUNTANCY,200,2,2013/2014,20,31,0,3,153,0,,,,
450,ACY212,HIMS/01/13/0066,ACCOUNTANCY,200,2,2013/2014,26.8,60,0,3,260.4,0,,,,
451,BNF 201,HIMS/01/13/0066,ACCOUNTANCY,200,1,2013/2014,21,54,45,3,225,0,,,,
452,CSC 202,HIMS/01/13/0066,ACCOUNTANCY,200,2,2013/2014,22,43,0,2,130,0,,,,
453,ECN 201,HIMS/01/13/0066,ACCOUNTANCY,200,1,2013/2014,22,46,40.8,3,204,0,,,,
454,ECN 203,HIMS/01/13/0066,ACCOUNTANCY,200,1,2013/2014,18,43,36.6,3,183,0,,,,
455,ECN 206,HIMS/01/13/0066,ACCOUNTANCY,200,2,2013/2014,24,48,0,3,216,0,,,,
456,ENG 101,HIMS/01/13/0066,ACCOUNTANCY,200,1,2013/2014,29,59,35.2,2,176,0,,,,
457,FRE 101,HIMS/01/13/0066,ACCOUNTANCY,200,1,2013/2014,20,39,23.6,2,118,0,,,,
458,INS 201,HIMS/01/13/0066,ACCOUNTANCY,200,1,2013/2014,23,35,34.8,3,174,0,,,,
459,LAW 201,HIMS/01/13/0066,ACCOUNTANCY,200,1,2013/2014,24,65,17.8,1,89,0,,,,
460,LAW 202,HIMS/01/13/0066,ACCOUNTANCY,200,2,2013/2014,22.5,61,0,1,83.5,0,,,,
461,MGS 201,HIMS/01/13/0066,ACCOUNTANCY,200,1,2013/2014,21,55,45.6,3,228,0,,,,
462,MGS 204,HIMS/01/13/0066,ACCOUNTANCY,200,2,2013/2014,17,56,0,2,146,0,,,,
463,MKG 201,HIMS/01/13/0066,ACCOUNTANCY,200,1,2013/2014,18,55,43.8,3,219,0,,,,
464,ACY 201,HIMS/01/13/0067,ACCOUNTANCY,200,1,2013/2014,26,43,41.4,3,207,0,,,,
465,ACY 202,HIMS/01/13/0067,ACCOUNTANCY,200,2,2013/2014,16,59,0,3,225,0,,,,
466,ACY 208,HIMS/01/13/0067,ACCOUNTANCY,200,2,2013/2014,29,73,0,3,306,0,,,,
467,ACY 210,HIMS/01/13/0067,ACCOUNTANCY,200,2,2013/2014,30,70,0,3,300,0,,,,
468,ACY212,HIMS/01/13/0067,ACCOUNTANCY,200,2,2013/2014,24.4,48,0,3,217.2,0,,,,
469,BNF 201,HIMS/01/13/0067,ACCOUNTANCY,200,1,2013/2014,27,65,55.2,3,276,0,,,,
470,CSC 202,HIMS/01/13/0067,ACCOUNTANCY,200,2,2013/2014,20,42,0,2,124,0,,,,
471,ECN 201,HIMS/01/13/0067,ACCOUNTANCY,200,1,2013/2014,19,39,34.8,3,174,0,,,,
472,ECN 203,HIMS/01/13/0067,ACCOUNTANCY,200,1,2013/2014,28,62,54,3,270,0,,,,
473,ECN 206,HIMS/01/13/0067,ACCOUNTANCY,200,2,2013/2014,18,60,0,3,234,0,,,,
474,ENG 101,HIMS/01/13/0067,ACCOUNTANCY,200,1,2013/2014,18,46,25.6,2,128,0,,,,
475,FRE 101,HIMS/01/13/0067,ACCOUNTANCY,200,1,2013/2014,20,36,22.4,2,112,0,,,,
476,INS 201,HIMS/01/13/0067,ACCOUNTANCY,200,1,2013/2014,24,47,42.6,3,213,0,,,,
477,LAW 201,HIMS/01/13/0067,ACCOUNTANCY,200,1,2013/2014,17,13,6,1,30,0,,,,
478,LAW 202,HIMS/01/13/0067,ACCOUNTANCY,200,2,2013/2014,24,34,0,1,58,0,,,,
479,MGS 201,HIMS/01/13/0067,ACCOUNTANCY,200,1,2013/2014,14,47,36.6,3,183,0,,,,
480,MGS 204,HIMS/01/13/0067,ACCOUNTANCY,200,2,2013/2014,17,49,0,2,132,0,,,,
481,MKG 201,HIMS/01/13/0067,ACCOUNTANCY,200,1,2013/2014,15,43,34.8,3,174,0,,,,
482,ACY 201,HIMS/01/13/0068,ACCOUNTANCY,200,1,2013/2014,20,33,31.8,3,159,0,,,,
483,ACY 201,HIMS/01/13/0068,ACCOUNTANCY,200,,2013/2014,20,Validated,,,,,,,,
484,ACY 202,HIMS/01/13/0068,ACCOUNTANCY,200,2,2013/2014,9,53,0,3,186,0,,,,
485,ACY 202,HIMS/01/13/0068,ACCOUNTANCY,200,,2013/2014,9,Validated,,,,,,,,
486,ACY 208,HIMS/01/13/0068,ACCOUNTANCY,200,2,2013/2014,13,36,0,3,147,0,,,,
487,ACY 208,HIMS/01/13/0068,ACCOUNTANCY,200,3,2013/2014,13,58,42.6,3,,,,,,
488,ACY 210,HIMS/01/13/0068,ACCOUNTANCY,200,2,2013/2014,2,13,0,3,45,0,,,,
489,ACY 210,HIMS/01/13/0068,ACCOUNTANCY,200,3,2013/2014,2,40,25.2,3,,,,,,
490,ACY212,HIMS/01/13/0068,ACCOUNTANCY,200,2,2013/2014,11,39,0,3,150,0,,,,
491,ACY212,HIMS/01/13/0068,ACCOUNTANCY,200,,2013/2014,11,Validated,,,,,,,,
492,BNF 201,HIMS/01/13/0068,ACCOUNTANCY,200,1,2013/2014,16,36,31.2,3,156,0,,,,
